Company Name,Ticker,Filing Type,Filing Date,File Path
Alphabet (Google),GOOGL,4,2024-10-17,sec-edgar-filings/GOOGL/4/0001209191-22-024210
Alphabet (Google),GOOGL,4,2022-01-10,sec-edgar-filings/GOOGL/4/0000950170-24-138126
Alphabet (Google),GOOGL,4,2024-01-26,sec-edgar-filings/GOOGL/4/0001209191-22-025074
Alphabet (Google),GOOGL,4,2023-04-30,sec-edgar-filings/GOOGL/4/0001209191-22-008934
Alphabet (Google),GOOGL,4,2022-08-01,sec-edgar-filings/GOOGL/4/0001209191-23-038363
Alphabet (Google),GOOGL,4,2024-11-06,sec-edgar-filings/GOOGL/4/0000929638-22-000376
Alphabet (Google),GOOGL,4,2022-02-22,sec-edgar-filings/GOOGL/4/0001209191-23-048237
Alphabet (Google),GOOGL,4,2023-04-18,sec-edgar-filings/GOOGL/4/0001209191-22-007337
Alphabet (Google),GOOGL,4,2022-10-21,sec-edgar-filings/GOOGL/4/0001209191-22-007645
Alphabet (Google),GOOGL,4,2024-08-11,sec-edgar-filings/GOOGL/4/0000950170-24-080932
Alphabet (Google),GOOGL,4,2022-04-06,sec-edgar-filings/GOOGL/4/0001209191-23-050698
Alphabet (Google),GOOGL,4,2023-01-09,sec-edgar-filings/GOOGL/4/0001209191-24-004957
Alphabet (Google),GOOGL,4,2023-08-06,sec-edgar-filings/GOOGL/4/0001209191-23-034034
Alphabet (Google),GOOGL,4,2022-03-12,sec-edgar-filings/GOOGL/4/0000929638-22-000368
Alphabet (Google),GOOGL,4,2023-02-03,sec-edgar-filings/GOOGL/4/0001209191-23-021439
Alphabet (Google),GOOGL,4,2023-07-26,sec-edgar-filings/GOOGL/4/0001209191-23-027747
Alphabet (Google),GOOGL,4,2023-02-23,sec-edgar-filings/GOOGL/4/0001209191-22-007873
Alphabet (Google),GOOGL,4,2025-03-25,sec-edgar-filings/GOOGL/4/0001209191-22-056458
Alphabet (Google),GOOGL,4,2022-10-15,sec-edgar-filings/GOOGL/4/0000950170-24-114771
Alphabet (Google),GOOGL,4,2022-02-08,sec-edgar-filings/GOOGL/4/0001209191-22-062862
Alphabet (Google),GOOGL,4,2024-03-05,sec-edgar-filings/GOOGL/4/0001209191-22-040364
Alphabet (Google),GOOGL,4,2022-11-17,sec-edgar-filings/GOOGL/4/0001209191-23-013904
Alphabet (Google),GOOGL,4,2024-09-18,sec-edgar-filings/GOOGL/4/0001209191-22-045122
Alphabet (Google),GOOGL,4,2025-03-12,sec-edgar-filings/GOOGL/4/0000950170-24-109740
Alphabet (Google),GOOGL,4,2023-12-21,sec-edgar-filings/GOOGL/4/0001209191-23-040892
Alphabet (Google),GOOGL,4,2024-01-30,sec-edgar-filings/GOOGL/4/0001209191-23-050720
Alphabet (Google),GOOGL,4,2022-03-31,sec-edgar-filings/GOOGL/4/0001209191-23-032529
Alphabet (Google),GOOGL,4,2022-10-15,sec-edgar-filings/GOOGL/4/0001209191-22-024673
Alphabet (Google),GOOGL,4,2024-04-17,sec-edgar-filings/GOOGL/4/0001209191-23-030509
Alphabet (Google),GOOGL,4,2025-01-29,sec-edgar-filings/GOOGL/4/0001209191-23-052055
Alphabet (Google),GOOGL,4,2024-11-26,sec-edgar-filings/GOOGL/4/0001209191-22-024236
Alphabet (Google),GOOGL,4,2022-04-02,sec-edgar-filings/GOOGL/4/0001209191-22-039714
Alphabet (Google),GOOGL,4,2022-07-02,sec-edgar-filings/GOOGL/4/0001209191-22-017752
Alphabet (Google),GOOGL,4,2022-04-24,sec-edgar-filings/GOOGL/4/0001209191-23-041695
Alphabet (Google),GOOGL,4,2024-03-28,sec-edgar-filings/GOOGL/4/0001209191-22-061722
Alphabet (Google),GOOGL,4,2023-12-30,sec-edgar-filings/GOOGL/4/0001209191-22-024368
Alphabet (Google),GOOGL,4,2024-09-20,sec-edgar-filings/GOOGL/4/0001209191-23-051265
Alphabet (Google),GOOGL,4,2022-01-27,sec-edgar-filings/GOOGL/4/0001209191-22-058904
Alphabet (Google),GOOGL,4,2024-10-15,sec-edgar-filings/GOOGL/4/0001209191-22-024662
Alphabet (Google),GOOGL,4,2023-02-22,sec-edgar-filings/GOOGL/4/0001209191-23-039962
Alphabet (Google),GOOGL,4,2022-10-03,sec-edgar-filings/GOOGL/4/0000950170-24-110107
Alphabet (Google),GOOGL,4,2022-04-14,sec-edgar-filings/GOOGL/4/0001209191-23-041714
Alphabet (Google),GOOGL,4,2023-12-11,sec-edgar-filings/GOOGL/4/0001209191-22-027197
Alphabet (Google),GOOGL,4,2025-03-06,sec-edgar-filings/GOOGL/4/0000950170-24-123574
Alphabet (Google),GOOGL,4,2024-12-27,sec-edgar-filings/GOOGL/4/0000950170-24-137572
Alphabet (Google),GOOGL,4,2022-04-11,sec-edgar-filings/GOOGL/4/0001209191-23-005184
Alphabet (Google),GOOGL,4,2022-05-03,sec-edgar-filings/GOOGL/4/0000950170-24-138084
Alphabet (Google),GOOGL,4,2024-09-22,sec-edgar-filings/GOOGL/4/0001209191-22-004376
Alphabet (Google),GOOGL,4,2022-06-19,sec-edgar-filings/GOOGL/4/0001209191-23-019177
Alphabet (Google),GOOGL,4,2023-07-11,sec-edgar-filings/GOOGL/4/0001209191-22-001962
Alphabet (Google),GOOGL,4,2024-05-08,sec-edgar-filings/GOOGL/4/0001209191-23-040019
Alphabet (Google),GOOGL,4,2024-06-28,sec-edgar-filings/GOOGL/4/0001209191-24-005086
Alphabet (Google),GOOGL,4,2022-05-25,sec-edgar-filings/GOOGL/4/0001209191-22-000322
Alphabet (Google),GOOGL,4,2022-05-21,sec-edgar-filings/GOOGL/4/0001209191-23-059823
Alphabet (Google),GOOGL,4,2022-10-19,sec-edgar-filings/GOOGL/4/0000950170-24-080252
Alphabet (Google),GOOGL,4,2023-09-24,sec-edgar-filings/GOOGL/4/0001209191-23-043556
Alphabet (Google),GOOGL,4,2022-11-26,sec-edgar-filings/GOOGL/4/0001209191-23-056850
Alphabet (Google),GOOGL,4,2023-07-21,sec-edgar-filings/GOOGL/4/0001209191-24-005305
Alphabet (Google),GOOGL,4,2022-03-31,sec-edgar-filings/GOOGL/4/0001209191-22-019906
Alphabet (Google),GOOGL,4,2023-02-28,sec-edgar-filings/GOOGL/4/0001209191-22-043230
Alphabet (Google),GOOGL,4,2022-11-12,sec-edgar-filings/GOOGL/4/0001209191-22-007919
Alphabet (Google),GOOGL,4,2024-01-14,sec-edgar-filings/GOOGL/4/0001209191-22-062853
Alphabet (Google),GOOGL,4,2022-12-21,sec-edgar-filings/GOOGL/4/0000950170-24-107867
Alphabet (Google),GOOGL,4,2024-10-10,sec-edgar-filings/GOOGL/4/0000950170-24-109142
Alphabet (Google),GOOGL,4,2024-03-29,sec-edgar-filings/GOOGL/4/0001209191-23-048045
Alphabet (Google),GOOGL,4,2022-12-03,sec-edgar-filings/GOOGL/4/0001209191-23-021452
Alphabet (Google),GOOGL,4,2022-05-26,sec-edgar-filings/GOOGL/4/0001209191-22-007875
Alphabet (Google),GOOGL,4,2022-07-17,sec-edgar-filings/GOOGL/4/0001209191-22-036463
Alphabet (Google),GOOGL,4,2022-01-04,sec-edgar-filings/GOOGL/4/0001209191-23-021442
Alphabet (Google),GOOGL,4,2024-03-02,sec-edgar-filings/GOOGL/4/0001209191-23-039122
Alphabet (Google),GOOGL,4,2024-04-16,sec-edgar-filings/GOOGL/4/0000950170-24-140879
Alphabet (Google),GOOGL,4,2024-04-14,sec-edgar-filings/GOOGL/4/0001209191-22-018285
Alphabet (Google),GOOGL,4,2023-12-16,sec-edgar-filings/GOOGL/4/0001209191-22-024470
Alphabet (Google),GOOGL,4,2022-09-03,sec-edgar-filings/GOOGL/4/0001209191-23-045324
Alphabet (Google),GOOGL,4,2025-03-11,sec-edgar-filings/GOOGL/4/0000950170-24-131189
Alphabet (Google),GOOGL,4,2022-05-25,sec-edgar-filings/GOOGL/4/0001209191-23-017789
Alphabet (Google),GOOGL,4,2022-06-28,sec-edgar-filings/GOOGL/4/0001209191-22-020831
Alphabet (Google),GOOGL,4,2022-08-02,sec-edgar-filings/GOOGL/4/0001209191-23-027179
Alphabet (Google),GOOGL,4,2023-10-03,sec-edgar-filings/GOOGL/4/0000950170-24-107669
Alphabet (Google),GOOGL,4,2022-09-29,sec-edgar-filings/GOOGL/4/0001209191-22-003913
Alphabet (Google),GOOGL,4,2025-02-24,sec-edgar-filings/GOOGL/4/0001209191-23-054800
Alphabet (Google),GOOGL,4,2023-02-11,sec-edgar-filings/GOOGL/4/0001209191-22-021557
Alphabet (Google),GOOGL,4,2024-03-08,sec-edgar-filings/GOOGL/4/0001209191-23-005130
Alphabet (Google),GOOGL,4,2023-11-09,sec-edgar-filings/GOOGL/4/0001209191-22-051420
Alphabet (Google),GOOGL,4,2024-03-07,sec-edgar-filings/GOOGL/4/0000950170-24-137690
Alphabet (Google),GOOGL,4,2022-07-01,sec-edgar-filings/GOOGL/4/0000950170-24-107836
Alphabet (Google),GOOGL,4,2023-12-09,sec-edgar-filings/GOOGL/4/0001209191-23-041639
Alphabet (Google),GOOGL,4,2023-01-24,sec-edgar-filings/GOOGL/4/0000950170-24-129767
Alphabet (Google),GOOGL,4,2024-08-18,sec-edgar-filings/GOOGL/4/0001209191-24-001498
Alphabet (Google),GOOGL,4,2024-06-02,sec-edgar-filings/GOOGL/4/0001209191-22-024667
Alphabet (Google),GOOGL,4,2022-01-14,sec-edgar-filings/GOOGL/4/0001209191-22-024443
Alphabet (Google),GOOGL,4,2025-03-11,sec-edgar-filings/GOOGL/4/0001209191-23-013907
Alphabet (Google),GOOGL,4,2023-10-11,sec-edgar-filings/GOOGL/4/0001209191-23-041653
Alphabet (Google),GOOGL,4,2024-02-19,sec-edgar-filings/GOOGL/4/0001209191-22-008524
Alphabet (Google),GOOGL,4,2023-02-18,sec-edgar-filings/GOOGL/4/0001209191-24-000278
Alphabet (Google),GOOGL,4,2022-12-25,sec-edgar-filings/GOOGL/4/0001209191-23-001423
Alphabet (Google),GOOGL,4,2023-08-26,sec-edgar-filings/GOOGL/4/0001209191-23-022816
Alphabet (Google),GOOGL,4,2024-01-28,sec-edgar-filings/GOOGL/4/0001209191-24-003823
Alphabet (Google),GOOGL,4,2023-05-11,sec-edgar-filings/GOOGL/4/0001209191-23-050659
Alphabet (Google),GOOGL,4,2022-05-08,sec-edgar-filings/GOOGL/4/0000950170-24-131196
Alphabet (Google),GOOGL,4,2023-04-29,sec-edgar-filings/GOOGL/4/0001209191-22-021560
Alphabet (Google),GOOGL,4,2022-01-16,sec-edgar-filings/GOOGL/4/0000950170-24-107702
Alphabet (Google),GOOGL,4,2023-01-12,sec-edgar-filings/GOOGL/4/0001209191-22-007339
Alphabet (Google),GOOGL,4,2023-05-27,sec-edgar-filings/GOOGL/4/0001209191-23-030621
Alphabet (Google),GOOGL,4,2024-07-07,sec-edgar-filings/GOOGL/4/0000950170-24-088112
Alphabet (Google),GOOGL,4,2023-04-07,sec-edgar-filings/GOOGL/4/0001209191-24-005899
Alphabet (Google),GOOGL,4,2024-07-11,sec-edgar-filings/GOOGL/4/0001209191-22-004354
Alphabet (Google),GOOGL,4,2022-05-08,sec-edgar-filings/GOOGL/4/0001209191-22-062857
Alphabet (Google),GOOGL,4,2023-08-10,sec-edgar-filings/GOOGL/4/0001209191-22-039705
Alphabet (Google),GOOGL,4,2024-03-01,sec-edgar-filings/GOOGL/4/0000950170-24-104325
Alphabet (Google),GOOGL,4,2024-12-14,sec-edgar-filings/GOOGL/4/0001209191-23-041687
Alphabet (Google),GOOGL,4,2022-09-28,sec-edgar-filings/GOOGL/4/0001209191-22-024366
Alphabet (Google),GOOGL,4,2024-11-30,sec-edgar-filings/GOOGL/4/0000950170-24-137741
Alphabet (Google),GOOGL,4,2024-04-19,sec-edgar-filings/GOOGL/4/0001209191-24-005809
Alphabet (Google),GOOGL,4,2024-12-26,sec-edgar-filings/GOOGL/4/0001209191-24-005096
Alphabet (Google),GOOGL,4,2023-06-11,sec-edgar-filings/GOOGL/4/0000950170-24-107567
Alphabet (Google),GOOGL,4,2022-02-24,sec-edgar-filings/GOOGL/4/0001209191-24-005092
Alphabet (Google),GOOGL,4,2023-03-07,sec-edgar-filings/GOOGL/4/0000950170-24-115045
Alphabet (Google),GOOGL,4,2024-09-03,sec-edgar-filings/GOOGL/4/0001209191-24-003209
Alphabet (Google),GOOGL,4,2024-06-20,sec-edgar-filings/GOOGL/4/0001209191-23-057092
Alphabet (Google),GOOGL,4,2023-12-19,sec-edgar-filings/GOOGL/4/0000950170-24-107649
Alphabet (Google),GOOGL,4,2024-03-29,sec-edgar-filings/GOOGL/4/0001209191-22-018032
Alphabet (Google),GOOGL,4,2024-05-04,sec-edgar-filings/GOOGL/4/0000950170-24-107936
Alphabet (Google),GOOGL,4,2022-05-02,sec-edgar-filings/GOOGL/4/0001209191-22-039695
Alphabet (Google),GOOGL,4,2022-12-09,sec-edgar-filings/GOOGL/4/0001209191-23-014259
Alphabet (Google),GOOGL,4,2022-01-26,sec-edgar-filings/GOOGL/4/0001209191-22-024472
Alphabet (Google),GOOGL,4,2022-01-20,sec-edgar-filings/GOOGL/4/0001209191-24-000150
Alphabet (Google),GOOGL,4,2023-08-06,sec-edgar-filings/GOOGL/4/0001209191-24-005506
Alphabet (Google),GOOGL,4,2022-10-21,sec-edgar-filings/GOOGL/4/0001209191-24-005015
Alphabet (Google),GOOGL,4,2024-02-06,sec-edgar-filings/GOOGL/4/0001209191-22-039698
Alphabet (Google),GOOGL,4,2024-02-10,sec-edgar-filings/GOOGL/4/0001209191-22-052328
Alphabet (Google),GOOGL,4,2025-02-28,sec-edgar-filings/GOOGL/4/0000950170-24-103909
Alphabet (Google),GOOGL,4,2025-03-08,sec-edgar-filings/GOOGL/4/0000950170-24-081827
Alphabet (Google),GOOGL,4,2023-02-10,sec-edgar-filings/GOOGL/4/0001209191-22-041564
Alphabet (Google),GOOGL,4,2022-01-30,sec-edgar-filings/GOOGL/4/0001209191-22-007335
Alphabet (Google),GOOGL,4,2023-12-12,sec-edgar-filings/GOOGL/4/0000950170-24-137542
Alphabet (Google),GOOGL,4,2022-08-26,sec-edgar-filings/GOOGL/4/0001209191-24-005891
Alphabet (Google),GOOGL,4,2023-02-23,sec-edgar-filings/GOOGL/4/0000950170-24-117861
Alphabet (Google),GOOGL,4,2023-03-08,sec-edgar-filings/GOOGL/4/0000950170-24-138032
Alphabet (Google),GOOGL,4,2025-01-24,sec-edgar-filings/GOOGL/4/0001209191-24-003905
Alphabet (Google),GOOGL,4,2022-11-15,sec-edgar-filings/GOOGL/4/0000950170-24-078388
Alphabet (Google),GOOGL,4,2025-02-05,sec-edgar-filings/GOOGL/4/0000950170-24-081914
Alphabet (Google),GOOGL,4,2024-08-06,sec-edgar-filings/GOOGL/4/0001209191-22-024230
Alphabet (Google),GOOGL,4,2024-09-29,sec-edgar-filings/GOOGL/4/0001209191-23-032700
Alphabet (Google),GOOGL,4,2025-03-23,sec-edgar-filings/GOOGL/4/0001209191-22-008182
Alphabet (Google),GOOGL,4,2024-06-14,sec-edgar-filings/GOOGL/4/0000950170-24-106720
Alphabet (Google),GOOGL,4,2024-02-24,sec-edgar-filings/GOOGL/4/0000950170-24-078083
Alphabet (Google),GOOGL,4,2022-11-13,sec-edgar-filings/GOOGL/4/0001209191-22-021550
Alphabet (Google),GOOGL,4,2024-04-02,sec-edgar-filings/GOOGL/4/0001209191-22-002420
Alphabet (Google),GOOGL,4,2022-07-03,sec-edgar-filings/GOOGL/4/0001209191-22-022478
Alphabet (Google),GOOGL,4,2023-08-20,sec-edgar-filings/GOOGL/4/0001209191-22-041848
Alphabet (Google),GOOGL,4,2023-11-14,sec-edgar-filings/GOOGL/4/0000929638-22-000378
Alphabet (Google),GOOGL,4,2022-11-23,sec-edgar-filings/GOOGL/4/0001209191-22-003151
Alphabet (Google),GOOGL,4,2024-12-25,sec-edgar-filings/GOOGL/4/0001209191-23-053714
Alphabet (Google),GOOGL,4,2024-07-21,sec-edgar-filings/GOOGL/4/0001209191-24-005882
Alphabet (Google),GOOGL,4,2023-04-01,sec-edgar-filings/GOOGL/4/0001209191-23-049052
Alphabet (Google),GOOGL,4,2022-06-04,sec-edgar-filings/GOOGL/4/0001209191-22-003006
Alphabet (Google),GOOGL,4,2022-01-08,sec-edgar-filings/GOOGL/4/0001209191-24-005187
Alphabet (Google),GOOGL,4,2023-12-22,sec-edgar-filings/GOOGL/4/0001209191-22-039717
Alphabet (Google),GOOGL,4,2024-05-02,sec-edgar-filings/GOOGL/4/0001209191-22-055607
Alphabet (Google),GOOGL,4,2022-12-30,sec-edgar-filings/GOOGL/4/0001209191-23-060025
Alphabet (Google),GOOGL,4,2023-03-07,sec-edgar-filings/GOOGL/4/0001209191-24-005897
Alphabet (Google),GOOGL,4,2022-05-01,sec-edgar-filings/GOOGL/4/0001209191-22-002414
Alphabet (Google),GOOGL,4,2022-05-17,sec-edgar-filings/GOOGL/4/0001209191-23-051208
Alphabet (Google),GOOGL,4,2024-01-02,sec-edgar-filings/GOOGL/4/0000950170-24-099613
Alphabet (Google),GOOGL,4,2025-01-22,sec-edgar-filings/GOOGL/4/0001209191-24-005630
Alphabet (Google),GOOGL,4,2022-10-27,sec-edgar-filings/GOOGL/4/0001209191-22-018276
Alphabet (Google),GOOGL,4,2024-01-11,sec-edgar-filings/GOOGL/4/0001209191-23-050684
Alphabet (Google),GOOGL,4,2022-02-07,sec-edgar-filings/GOOGL/4/0001209191-23-050610
Alphabet (Google),GOOGL,4,2024-11-24,sec-edgar-filings/GOOGL/4/0001209191-22-036461
Alphabet (Google),GOOGL,4,2022-06-17,sec-edgar-filings/GOOGL/4/0001209191-23-021454
Alphabet (Google),GOOGL,4,2022-01-29,sec-edgar-filings/GOOGL/4/0000950170-24-105252
Alphabet (Google),GOOGL,4,2022-12-25,sec-edgar-filings/GOOGL/4/0001209191-22-017754
Alphabet (Google),GOOGL,4,2024-04-05,sec-edgar-filings/GOOGL/4/0000950170-24-087025
Alphabet (Google),GOOGL,4,2022-05-18,sec-edgar-filings/GOOGL/4/0000950170-24-081571
Alphabet (Google),GOOGL,4,2024-11-26,sec-edgar-filings/GOOGL/4/0000950170-24-137696
Alphabet (Google),GOOGL,4,2024-11-16,sec-edgar-filings/GOOGL/4/0001209191-23-042309
Alphabet (Google),GOOGL,4,2022-06-23,sec-edgar-filings/GOOGL/4/0001209191-22-025248
Alphabet (Google),GOOGL,4,2023-12-21,sec-edgar-filings/GOOGL/4/0001209191-24-005392
Alphabet (Google),GOOGL,4,2022-02-20,sec-edgar-filings/GOOGL/4/0001209191-22-024550
Alphabet (Google),GOOGL,4,2024-01-04,sec-edgar-filings/GOOGL/4/0001209191-22-033699
Alphabet (Google),GOOGL,4,2023-07-21,sec-edgar-filings/GOOGL/4/0001209191-23-033697
Alphabet (Google),GOOGL,4,2022-10-12,sec-edgar-filings/GOOGL/4/0000950170-24-119905
Alphabet (Google),GOOGL,4,2024-10-14,sec-edgar-filings/GOOGL/4/0000950170-24-078601
Alphabet (Google),GOOGL,4,2022-11-27,sec-edgar-filings/GOOGL/4/0001209191-22-017749
Alphabet (Google),GOOGL,4,2025-02-11,sec-edgar-filings/GOOGL/4/0000950170-24-094779
Alphabet (Google),GOOGL,4,2023-04-09,sec-edgar-filings/GOOGL/4/0000950170-24-111510
Alphabet (Google),GOOGL,4,2023-05-31,sec-edgar-filings/GOOGL/4/0001209191-24-005437
Alphabet (Google),GOOGL,4,2023-05-04,sec-edgar-filings/GOOGL/4/0000950170-24-081916
Alphabet (Google),GOOGL,4,2022-01-17,sec-edgar-filings/GOOGL/4/0001209191-23-033115
Alphabet (Google),GOOGL,4,2024-12-27,sec-edgar-filings/GOOGL/4/0001209191-22-017745
Alphabet (Google),GOOGL,4,2023-10-02,sec-edgar-filings/GOOGL/4/0001209191-23-059463
Alphabet (Google),GOOGL,4,2023-06-21,sec-edgar-filings/GOOGL/4/0001209191-23-021834
Alphabet (Google),GOOGL,4,2023-12-20,sec-edgar-filings/GOOGL/4/0001209191-24-005457
Alphabet (Google),GOOGL,4,2022-04-15,sec-edgar-filings/GOOGL/4/0000950170-24-095703
Alphabet (Google),GOOGL,4,2024-08-28,sec-edgar-filings/GOOGL/4/0001209191-22-007643
Alphabet (Google),GOOGL,4,2023-11-15,sec-edgar-filings/GOOGL/4/0001209191-22-051403
Alphabet (Google),GOOGL,4,2023-03-04,sec-edgar-filings/GOOGL/4/0001209191-24-005652
Alphabet (Google),GOOGL,4,2022-07-29,sec-edgar-filings/GOOGL/4/0001209191-22-004372
Alphabet (Google),GOOGL,4,2023-12-12,sec-edgar-filings/GOOGL/4/0000950170-24-111591
Alphabet (Google),GOOGL,4,2023-07-15,sec-edgar-filings/GOOGL/4/0001209191-24-005189
Alphabet (Google),GOOGL,4,2024-03-24,sec-edgar-filings/GOOGL/4/0000950170-24-121038
Alphabet (Google),GOOGL,4,2022-11-10,sec-edgar-filings/GOOGL/4/0001209191-24-005191
Alphabet (Google),GOOGL,4,2023-10-25,sec-edgar-filings/GOOGL/4/0000929638-22-001155
Alphabet (Google),GOOGL,4,2023-05-23,sec-edgar-filings/GOOGL/4/0001209191-22-008197
Alphabet (Google),GOOGL,4,2022-03-15,sec-edgar-filings/GOOGL/4/0001209191-22-031962
Alphabet (Google),GOOGL,4,2022-06-05,sec-edgar-filings/GOOGL/4/0000950170-24-133433
Alphabet (Google),GOOGL,4,2024-09-27,sec-edgar-filings/GOOGL/4/0001209191-23-031916
Alphabet (Google),GOOGL,4,2022-01-27,sec-edgar-filings/GOOGL/4/0000950170-24-104145
Alphabet (Google),GOOGL,4,2023-12-14,sec-edgar-filings/GOOGL/4/0001209191-22-039719
Alphabet (Google),GOOGL,4,2024-09-21,sec-edgar-filings/GOOGL/4/0000950170-24-101168
Alphabet (Google),GOOGL,4,2023-06-17,sec-edgar-filings/GOOGL/4/0000950170-24-138047
Alphabet (Google),GOOGL,4,2023-03-18,sec-edgar-filings/GOOGL/4/0001209191-22-041569
Alphabet (Google),GOOGL,4,2024-10-28,sec-edgar-filings/GOOGL/4/0001209191-22-041577
Alphabet (Google),GOOGL,4,2023-07-31,sec-edgar-filings/GOOGL/4/0001209191-23-032690
Alphabet (Google),GOOGL,4,2024-09-01,sec-edgar-filings/GOOGL/4/0001209191-24-005094
Alphabet (Google),GOOGL,4,2024-02-02,sec-edgar-filings/GOOGL/4/0001209191-23-029033
Alphabet (Google),GOOGL,4,2023-04-07,sec-edgar-filings/GOOGL/4/0001209191-24-005501
Alphabet (Google),GOOGL,4,2022-11-30,sec-edgar-filings/GOOGL/4/0001209191-24-002998
Alphabet (Google),GOOGL,4,2022-07-12,sec-edgar-filings/GOOGL/4/0001209191-22-008168
Alphabet (Google),GOOGL,4,2024-06-27,sec-edgar-filings/GOOGL/4/0001209191-22-058906
Alphabet (Google),GOOGL,4,2022-05-27,sec-edgar-filings/GOOGL/4/0000950170-24-093141
Alphabet (Google),GOOGL,4,2024-09-19,sec-edgar-filings/GOOGL/4/0001209191-24-003065
Alphabet (Google),GOOGL,4,2024-04-04,sec-edgar-filings/GOOGL/4/0001209191-24-005503
Alphabet (Google),GOOGL,4,2024-09-14,sec-edgar-filings/GOOGL/4/0001209191-22-051439
Alphabet (Google),GOOGL,4,2022-06-19,sec-edgar-filings/GOOGL/4/0001209191-23-007919
Alphabet (Google),GOOGL,4,2023-08-30,sec-edgar-filings/GOOGL/4/0000950170-24-078703
Alphabet (Google),GOOGL,4,2022-02-27,sec-edgar-filings/GOOGL/4/0000950170-24-138071
Alphabet (Google),GOOGL,4,2024-12-01,sec-edgar-filings/GOOGL/4/0000950170-24-140850
Alphabet (Google),GOOGL,4,2022-07-01,sec-edgar-filings/GOOGL/4/0001209191-22-020388
Alphabet (Google),GOOGL,4,2024-04-01,sec-edgar-filings/GOOGL/4/0000929638-22-000373
Alphabet (Google),GOOGL,4,2023-11-13,sec-edgar-filings/GOOGL/4/0001209191-22-024234
Alphabet (Google),GOOGL,4,2024-07-12,sec-edgar-filings/GOOGL/4/0001209191-23-058104
Alphabet (Google),GOOGL,4,2022-12-19,sec-edgar-filings/GOOGL/4/0001209191-24-005090
Alphabet (Google),GOOGL,4,2022-10-01,sec-edgar-filings/GOOGL/4/0001209191-22-018090
Alphabet (Google),GOOGL,4,2023-12-01,sec-edgar-filings/GOOGL/4/0001209191-22-044943
Alphabet (Google),GOOGL,4,2023-08-05,sec-edgar-filings/GOOGL/4/0001209191-24-004707
Alphabet (Google),GOOGL,4,2022-08-26,sec-edgar-filings/GOOGL/4/0001209191-22-004182
Alphabet (Google),GOOGL,4,2022-12-12,sec-edgar-filings/GOOGL/4/0001209191-24-005903
Alphabet (Google),GOOGL,4,2024-12-12,sec-edgar-filings/GOOGL/4/0001209191-22-051975
Alphabet (Google),GOOGL,4,2025-03-22,sec-edgar-filings/GOOGL/4/0001209191-24-005394
Alphabet (Google),GOOGL,4,2024-08-02,sec-edgar-filings/GOOGL/4/0001209191-23-035849
Alphabet (Google),GOOGL,4,2024-10-08,sec-edgar-filings/GOOGL/4/0001209191-22-039873
Alphabet (Google),GOOGL,4,2023-03-13,sec-edgar-filings/GOOGL/4/0000950170-24-078107
Alphabet (Google),GOOGL,4,2024-03-03,sec-edgar-filings/GOOGL/4/0001209191-22-024546
Alphabet (Google),GOOGL,4,2025-01-10,sec-edgar-filings/GOOGL/4/0001209191-22-041576
Alphabet (Google),GOOGL,4,2025-02-07,sec-edgar-filings/GOOGL/4/0001209191-23-036666
Alphabet (Google),GOOGL,4,2023-03-27,sec-edgar-filings/GOOGL/4/0000950170-24-140885
Alphabet (Google),GOOGL,4,2023-05-27,sec-edgar-filings/GOOGL/4/0001209191-22-003242
Alphabet (Google),GOOGL,4,2023-02-06,sec-edgar-filings/GOOGL/4/0001209191-23-056994
Alphabet (Google),GOOGL,4,2022-01-11,sec-edgar-filings/GOOGL/4/0001209191-23-021447
Alphabet (Google),GOOGL,4,2025-01-25,sec-edgar-filings/GOOGL/4/0001209191-22-003926
Alphabet (Google),GOOGL,4,2023-03-24,sec-edgar-filings/GOOGL/4/0001209191-22-005167
Alphabet (Google),GOOGL,4,2023-12-17,sec-edgar-filings/GOOGL/4/0001209191-22-062864
Alphabet (Google),GOOGL,4,2025-01-25,sec-edgar-filings/GOOGL/4/0000950170-24-090220
Alphabet (Google),GOOGL,4,2022-12-25,sec-edgar-filings/GOOGL/4/0001209191-22-004279
Alphabet (Google),GOOGL,4,2023-03-08,sec-edgar-filings/GOOGL/4/0001209191-24-003063
Alphabet (Google),GOOGL,4,2024-12-29,sec-edgar-filings/GOOGL/4/0000950170-24-137549
Alphabet (Google),GOOGL,4,2022-04-12,sec-edgar-filings/GOOGL/4/0001209191-23-036816
Alphabet (Google),GOOGL,4,2025-03-25,sec-edgar-filings/GOOGL/4/0001209191-22-051405
Alphabet (Google),GOOGL,4,2023-03-07,sec-edgar-filings/GOOGL/4/0001209191-22-021552
Alphabet (Google),GOOGL,4,2024-06-26,sec-edgar-filings/GOOGL/4/0000929638-22-000380
Alphabet (Google),GOOGL,4,2024-09-03,sec-edgar-filings/GOOGL/4/0001209191-23-055143
Alphabet (Google),GOOGL,4,2022-03-30,sec-edgar-filings/GOOGL/4/0001209191-22-049532
Alphabet (Google),GOOGL,4,2023-06-13,sec-edgar-filings/GOOGL/4/0001209191-23-029789
Alphabet (Google),GOOGL,4,2022-03-17,sec-edgar-filings/GOOGL/4/0001209191-24-005762
Alphabet (Google),GOOGL,4,2022-10-17,sec-edgar-filings/GOOGL/4/0001209191-22-024670
Alphabet (Google),GOOGL,4,2022-03-07,sec-edgar-filings/GOOGL/4/0001209191-22-052966
